file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ARCANE_GUARD_PEDIA	The Mage Guilds are the Amurite Aristocracy. In most nations Royal Guards are drawn from the sons of the rich noble houses that own most of the country. The Amurites have no hereditary nobility. A few magic bloodlines may dominate, but it is illegal for those born of such lineages to ever learn who their parents are. Anyone with innate magical talent is raised by the guild, indoctrinated to believe that their own guild is the only family that deserves their loyalty. All the guilds teach their adepts to serve the nation as a whole, but most also instill a deep suspicion as to the motives of their rival guilds. Any Amurite that could be called an aristocrat must have arcane potential, and would have been trained as an adept as a child whether or not he ever advanced to become a Wizard or Archmage. Those with true talent prefer the more honorable path of a cloistered wizard, but many who would be considered gifted mages in other lands still fail the Amurite's rigorous Trials. These must find some other way to serve their Guild, and to protect their nation from less scrupulous sorcerers. 	法师公会即是阿姆莱特的贵族阶层。在多数国家，王室近卫取自拥有大半国土的富裕贵族世家的子弟。阿姆莱特没有世袭贵族。或许有几支魔法血脉占据主导，但出身此类血统者依法永远不得知晓自己的父母是谁。任何天生具备魔法才能的人都由公会抚养长大，被灌输这样的信念：唯有自己的公会才是值得效忠的家人。所有公会都教导其术士为整个国家效力，但多数也灌输对敌对公会动机的深深猜忌。任何能被称作阿姆莱特贵族的人都必定具有秘法潜质，无论他日后是否晋升为巫师或大魔法师，都会在孩提时代被训练成术士。真正有天赋者更青睐隐修巫师这条更为荣耀的道路，但许多在别国会被视为天才法师的人，仍会在阿姆莱特严苛的试炼中落败。这些人必须另寻他途来为公会效力，并保护自己的国家免遭那些不那么严守操守的术士之害。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ARCANE_GUARD_STRATEGY	Arcane Guards require the Aristocracy civic to build, and will leave you if you change civics-so don't bother building them if you plan to change government civics soon. They are very nice units if you meet the requirements, however, as they have the ability to learn any Mage-level spell and have no level requiements. Like normal Royal Guards, they can protect whole stacks against enemies with the Marksman promotion. They also start with the ability to cast Ring of Warding, to protect cities from enemy summons. 	秘法卫士需要贵族政治政策才能建造，而一旦你更改政策他们便会离你而去——因此若你打算不久后更换政府政策，就别费心去造他们了。不过，只要你满足条件，他们便是非常出色的单位，因为他们能够学会任何法师级的法术，且没有等级要求。与普通的王室近卫一样，他们能保护整支部队免遭具有神射手晋升之敌的攻击。他们还起始便能施放守护法环，以保护城市免遭敌方召唤物侵扰。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ARCANE_GUARD	Arcane Guard	秘法卫士
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TRAIT_ARCANE_HELP	[NEWLINE][SPACE][SPACE][ICON_BULLET]Free Promotion ([LINK=PROMOTION_ARCANE]Arcane[\\LINK])[NEWLINE][TAB][ICON_BULLET]Units with [LINK=PROMOTION_UNHOLY_TAINT]Unholy Taint[\\LINK]	[NEWLINE][SPACE][SPACE][ICON_BULLET]免费晋升（[LINK=PROMOTION_ARCANE]秘法[\\LINK]）[NEWLINE][TAB][ICON_BULLET]具有[LINK=PROMOTION_UNHOLY_TAINT]邪秽污染[\\LINK]的单位
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TRAIT_SUMMONER_HELP	[NEWLINE][SPACE][SPACE][ICON_BULLET]Free Promotion ([LINK=PROMOTION_SUMMONER]Summoner[\\LINK])[NEWLINE][TAB][ICON_BULLET]Units with [LINK=PROMOTION_UNHOLY_TAINT]Unholy Taint[\\LINK]	[NEWLINE][SPACE][SPACE][ICON_BULLET]免费晋升（[LINK=PROMOTION_SUMMONER]召唤师[\\LINK]）[NEWLINE][TAB][ICON_BULLET]具有[LINK=PROMOTION_UNHOLY_TAINT]邪秽污染[\\LINK]的单位
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TRAIT_SUNDERED_HELP	[NEWLINE][SPACE][SPACE][ICON_BULLET]Free Promotion ([LINK=PROMOTION_SUNDERED]Sundered[\\LINK])[NEWLINE][TAB][ICON_BULLET]Units with [LINK=PROMOTION_UNHOLY_TAINT]Unholy Taint[\\LINK]	[NEWLINE][SPACE][SPACE][ICON_BULLET]免费晋升（[LINK=PROMOTION_SUNDERED]咒刻[\\LINK]）[NEWLINE][TAB][ICON_BULLET]具有[LINK=PROMOTION_UNHOLY_TAINT]邪秽污染[\\LINK]的单位
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TRAIT_ASSIMILATION_HELP	[NEWLINE][SPACE][SPACE][ICON_BULLET]Captured cities build their original civilization's units and buildings instead of the owning civilization (so a captured Elohim city would still be able to build Monks and Reliquaries)[NEWLINE][SPACE][SPACE][ICON_BULLET]This ability does not allow the building of other civilization's heroes	[NEWLINE][SPACE][SPACE][ICON_BULLET]被占领的城市建造其原本文明的单位与建筑，而非占领方文明的（因此一座被占领的埃洛希姆城市仍能建造武僧与圣物阁）[NEWLINE][SPACE][SPACE][ICON_BULLET]此能力不允许建造其他文明的英雄
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_BALOR_PEDIA	Out of a darkened shadow door[NEWLINE]Stepped a beast of unbridled horror[NEWLINE]Cloven hooves, arms of an ape[NEWLINE]Black hair, sharp horns and eyes of hate[NEWLINE]It dragged chains like a giant tail[NEWLINE]It held a hammer, hooks and nails[NEWLINE]The thing reached out and at its touch[NEWLINE]My heart collapsed, my soul was crushed[NEWLINE]It held the chains so I could see[NEWLINE]In a haunting voice it spoke to me[NEWLINE]"for pain you cause there is a price"[NEWLINE]"you pay it in the afterlife"[NEWLINE]and then the creatures work began[NEWLINE]nails in my face, hooks in my hands[NEWLINE]pierced my skin and tore my flesh[NEWLINE]Agony from which there is no rest[PARAGRAPH:3]A Balor is a True Demon, a being of great power created directly by the gods, not the result of Hell corrupting a mortal soul into a demon of the more common sort. Few mortals have any hope of ever matching the strength of even the weakest Balor, although rare exceptions may rise to the rank of Demon Lord and rule over Balors of their own. Every Balor began as an angel in the service of a god, and either followed his master's path towards corruption or rebelled to fall on his own. All of the evil gods have Balors in their service, but most serve only Agares. The King of Hope has never created a single angel or demon, but has seduced many legions of true angels to abandon Good or Neutral gods and enter his employ. 	自一道昏暗的暗影之门中[NEWLINE]踏出一头恣意肆虐的恐怖巨兽[NEWLINE]偶蹄，猿臂[NEWLINE]黑毛，利角，双眼满含憎恨[NEWLINE]它拖曳着锁链，宛如一条巨尾[NEWLINE]它握着铁锤、钩子与钉子[NEWLINE]那东西伸出手来，只一触[NEWLINE]我的心便崩塌，我的魂被碾碎[NEWLINE]它举起锁链，好让我看清[NEWLINE]用萦绕不散的嗓音对我说道[NEWLINE]「你所造之痛，皆有代价」[NEWLINE]「你将在来世偿还」[NEWLINE]随后那生物便动起手来[NEWLINE]钉子刺入我的脸，钩子扎进我的手[NEWLINE]刺穿我的皮，撕裂我的肉[NEWLINE]那是永无止息的极痛[PARAGRAPH:3]巨角炎魔乃是真正的恶魔，是由诸神直接造就的强大存在，而非地狱将凡人灵魂腐化成寻常恶魔的产物。极少有凡人能奢望比得上哪怕最弱小的巨角炎魔之力，尽管罕见的例外或许能晋升至恶魔领主之位，统御属于自己的巨角炎魔。每一头巨角炎魔最初都是侍奉某位神祇的天使，要么追随其主走向腐化，要么叛离而独自堕落。所有邪恶之神麾下都有巨角炎魔，但多数只侍奉阿加雷斯。希望之王从未创造过一个天使或恶魔，却诱使众多军团的真天使抛弃善良或中立之神，转而为他效力。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_BALOR_STRATEGY	Balors combine the powers of a [LINK=UNIT_PRIEST_OF_THE_VEIL]Ritualist[\\LINK] with strong melee combat abilities and affinities.[NEWLINE]They be trained by the Infernals, or summoned by any unit with [LINK=PROMOTION_ENTROPY3]Entropy III[\\LINK] or [LINK=PROMOTION_CHANNELING3]Channeling III[\\LINK] and [LINK=PROMOTION_AFFINITY_ENTROPY]Entropy III[\\LINK][NEWLINE]As True Demons, [LINK=PROMOTION_BOUND_BY_COMPACT]The Compact[\\LINK] forbids Balors to enter any portion of Erebus that is not already exceedingly corrupt. Those temporarily summoned by mortals can get around this limitation. [NEWLINE]There are Balors in the service of every evil god. Most were originally Angels of that god, but every Balor of Agares was originally an angel of a good of neutral god. Most Balors keep their original affinities. 	巨角炎魔兼具[LINK=UNIT_PRIEST_OF_THE_VEIL]法阵祭司[\\LINK]的力量与强大的近战能力及亲和。[NEWLINE]他们可由地狱军团训练，或由任何具备[LINK=PROMOTION_ENTROPY3]衰退 III[\\LINK]或[LINK=PROMOTION_CHANNELING3]引导 III[\\LINK]并兼具[LINK=PROMOTION_AFFINITY_ENTROPY]衰退 III[\\LINK]的单位召唤。[NEWLINE]身为真正的恶魔，[LINK=PROMOTION_BOUND_BY_COMPACT]盟约[\\LINK]禁止巨角炎魔进入埃瑞布斯中尚未极度腐化的任何区域。被凡人临时召唤者可绕过此限制。[NEWLINE]每一位邪恶之神麾下都有巨角炎魔。多数原本是该神的天使，但每一头阿加雷斯的巨角炎魔原本都是某位善良或中立之神的天使。多数巨角炎魔保留其原本的亲和。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TRAIT_BARBARIAN_HELP	[NEWLINE][SPACE][SPACE][ICON_BULLET]The Barbarian State will end their truce if you grow 'too civilized,' but renew it if you fall behind the rest of the world again	[NEWLINE][SPACE][SPACE][ICON_BULLET]若你变得「过于文明」，蛮族国度将终止与你的休战，但若你再度落后于世界其余各国，他们会重新缔结休战
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_RUNEWYN_STRATEGY	Runewyns are [LINK=PROMOTION_MAGIC_IMMUNE]Magic Immune[\\LINK], [LINK=PROMOTION_WINGED]Winged[\\LINK] [LINK=PROMOTION_ANGEL]Angels[\\LINK] that can be summoned with [LINK=PROMOTION_FORCE3]Force III[\\LINK] or upgraded from [LINK=CIVILIZATION_MERCURIAN]Mercurian[\\LINK] [LINK=UNIT_ANGEL]Angels[\\LINK]. Either way, they receive a free promotion pick for every source of [LINK=BONUS_MANA_FORCE]Force mana[\\LINK] their owners control. Runewyns specialize in combatting magic. They are the only summon thay can bypass the defenses of a [LINK=BUILDING_RING_OF_WARDING]Ring of Warding[\\LINK]. Even when they loose the fight, they still destroy this and every other magically-maintained building in any city they attack. They also remove all of the spell sphere promotions and all magical effects from the units they attack (except [LINK=PROMOTION_AVATAR]Avatars[\\LINK]). Runewyns are strong against [LINK=UNITCOMBAT_DISCIPLE]Disciple units[\\LINK] and very strong against [LINK=UNITCOMBAT_ADEPT]Arcane units[\\LINK], targeting them in stacks of stronger units (except in cities). 	符文之灵是[LINK=PROMOTION_MAGIC_IMMUNE]魔法免疫[\\LINK]、[LINK=PROMOTION_WINGED]带翼[\\LINK]的[LINK=PROMOTION_ANGEL]天使[\\LINK]，可用[LINK=PROMOTION_FORCE3]力场 III[\\LINK]召唤，或由[LINK=CIVILIZATION_MERCURIAN]天界[\\LINK][LINK=UNIT_ANGEL]天使[\\LINK]升级而来。无论哪种方式，他们都会为其拥有者所控制的每一处[LINK=BONUS_MANA_FORCE]力场能量[\\LINK]来源获得一次免费晋升选择。符文之灵专精于对抗魔法。他们是唯一能绕过[LINK=BUILDING_RING_OF_WARDING]守护法环[\\LINK]防御的召唤物。即便他们落败，仍会摧毁其攻击的任何城市中这座及所有其他以魔法维系的建筑。他们还会移除其攻击的单位身上所有法术领域晋升与所有魔法效果（[LINK=PROMOTION_AVATAR]化身[\\LINK]除外）。符文之灵克制[LINK=UNITCOMBAT_DISCIPLE]信徒单位[\\LINK]，并极为克制[LINK=UNITCOMBAT_ADEPT]秘法单位[\\LINK]，会在更强单位的部队中优先锁定它们（城市中除外）。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_WIZARD_STRATEGY	Rather than upgrading to an ordinary Mage, Amurite Adepts with enough experience may become Wizards. A Wizard has all of the abilities of a Mage, but is slightly stronger in combat and begins with a Spell Staff and an extra free promotion pick for every source of Metamagic Mana its owner controls. An Adept still has to be at least 3rd level before it can be upgraded to a Wizard. 	与其升级为普通的法师，经验足够的阿姆莱特术士可成为巫师。巫师拥有法师的一切能力，但战斗力略强，且起始便携有一柄法杖，并为其拥有者所控制的每一处超魔能量来源获得一次额外的免费晋升选择。术士仍须至少达到 3 级方可升级为巫师。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_BEAST_OF_AGARES_STRATEGY	These fell beasts begin as ordinary animals, which [LINK=RELIGION_THE_ASHEN_VEIL]The Ashen Veil[\\LINK] corrupts and empowers through an unholy ritual requiring the sacrifice of many souls upon a [LINK=BUILDING_TEMPLE_OF_THE_VEIL]Demon's Altar. [\\LINK] They have limited duration; the Entropy that empowers them will consume them too, unless they continue devouring souls through either combat or [LINK=SPELL_BEAST_FEAST]further sacrifices[\\LINK], or the Entropy that empowers them will consume them too. Beasts of Agares are especially skilled at hunting down the holy warriors of other religions, especially Paladins. 	这些凶兽起初是寻常的动物，被[LINK=RELIGION_THE_ASHEN_VEIL]灰烬帷幕[\\LINK]通过一场需在[LINK=BUILDING_TEMPLE_OF_THE_VEIL]恶魔祭坛[\\LINK]上献祭众多灵魂的邪恶仪式加以腐化并赋予其力量。它们的存续时间有限；赋予其力量的衰退之力也将吞噬它们，除非它们通过战斗或[LINK=SPELL_BEAST_FEAST]进一步的献祭[\\LINK]持续吞食灵魂。阿加雷斯之兽尤其擅长猎杀其他宗教的圣战士，尤以圣骑士为甚。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WHISPERING_WOOD	Whispering Woods	低语之林
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WHISPERING_WOOD_PEDIA	The woods around the Well of Shadows is protected by the Widdershins Curse, confounding the sense of direction of all who wander near. A [LINK=PROMOTION_DEASIL_CHARM]Deasil Charm[\\LINK] or [LINK=PROMOTION_SHADOWWALK]Shadowwalk[\\LINK] render one immune. 	暗影之井周围的林地受「逆时诅咒」守护，扰乱一切在近旁徘徊者的方向感。[LINK=PROMOTION_DEASIL_CHARM]顺时护符[\\LINK]或[LINK=PROMOTION_SHADOWWALK]暗影行走[\\LINK]可使人免疫。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD	Wyrmhold	龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_BLOOD	(Blood) Wyrmhold	（血）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_CORAL	(Coral) Wyrmhold	（珊瑚）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_DAWN	(Dawn) Wyrmhold	（黎明）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_ELDER	(Elder) Wyrmhold	（长老）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_FANG	(Chthonic) Wyrmhold	（冥渊）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_FEATHERED	(Feathered) Wyrmhold	（羽）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_FURNACE	(Furnace) Wyrmhold	（熔炉）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_ACHERON	(Acheron's) Wyrmhold	（阿切隆的）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_GRAVE	(Grave) Wyrmhold	（坟墓）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_DRACOLICH	(Dracolich) Wyrmhold	（巫妖龙）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_GOLD	(Gold) Wyrmhold	（黄金）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_EURABATRES	(Eurabatres') Wyrmhold	（尤拉巴崔斯的）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_OBSIDIAN	(Obsidian) Wyrmhold	（黑曜石）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_ABASHI	(Abashi's) Wyrmhold	（阿巴什的）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_PIT	(Pit) Wyrmhold	（深坑）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_RUNE	(Rune) Wyrmhold	（符文）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SCALED	(Scaled) Wyrmhold	（鳞纹）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SEED	(Seed) Wyrmhold	（种胎）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SHADOW	(Shadow) Wyrmhold	（暗影）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SHIELD	(Shield) Wyrmhold	（护盾）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SHIMMERING	(Shimmering) Wyrmhold	（微光）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SIEGE	(Siege) Wyrmhold	（攻城）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_SPIRE	(Spire) Wyrmhold	（尖塔）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_VAULT	(Vault) Wyrmhold	（金库）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_IMPROVEMENT_WYRMHOLD_WINTER	(Winter) Wyrmhold	（寒冬）龙巢
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_PAIMON	Paimon	派蒙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_PAIMON_PEDIA	A luonnotar his early 50's. He is plain, quiet, forgettable. He is immune to all magic. And has an incredible ability purge a person of all magical ability forever. 	一位年过五旬的天母审判官。他相貌平平、沉默寡言、令人过目即忘。他对一切魔法免疫，并拥有一种惊人的能力——永久剥夺一个人的全部魔法天赋。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_PAIMON_STRATEGY	The unassuming Grigori hero combined the abilities of a Luonnotar and Runewyn, and has unequaled abilities in Force Magic. 	这位不起眼的格利高里英雄兼具天母审判官与符文之灵的能力，在力场魔法上的造诣无人能及。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_ASSIGN_SIRE	[NEWLINE][ICON_BULLET]%s1 becomes a Spawn of %s2	[NEWLINE][ICON_BULLET]%s1 成为 %s2 的裔生
Magister_CIV4GameText_FFH2.xml	TXT_KEY_ASSIGN_SIRE_THRALL	[NEWLINE][ICON_BULLET]%s1 becomes a Spawn of %s2	[NEWLINE][ICON_BULLET]%s1 成为 %s2 的裔生
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SEVERED_SOUL	Astral Body	星界之躯
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_TOMB_WARDEN	Tomb Warden	陵墓守卫
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_TOMB_WARDEN_PEDIA	Tomb Wardens are minor Angels whom Arawn (when he was God of Life as well as Death, before Sucellus claimed the mantle that first belonged to Nemed) tasked with guarding the passages that lead out from the Netherworld into Erebus. They are responsible for guiding new souls into the bodies of unborn babes, and helping children struggle through the first years of life in a world full of deadly diseases. Most continue to fill that role under the command of Sucellus, but many shirk their duties in order to assume jobs better suited for the Dullahan. These angels are as often found near the exits of Erebus as its entrances. They guide spirits of the dead out of Erebus, lest they be abducted by demons to join the great machine or hell of left to languish in an increasing state of corruption. Wardens specialize in slaying the Undead, but prefer to strike down potential Necromancers before they can raise such abominations. Most of what mortals know of Tomb Wardens come from tales told by grave robbers who narrowly escaped with their lives. 	陵墓守卫是低阶天使，早在苏切鲁斯接过那份最初属于尼米德的神职之前——当阿劳恩尚兼掌生命与死亡二神时——便受其派遣，看守由冥界通往埃瑞布斯的通道。他们负责引领新的灵魂进入未出世婴孩的躯体，并助孩童在这个满布致命疫病的世界里熬过生命最初的几年。多数守卫如今仍在苏切鲁斯麾下延续这一职责，但也有不少人逃避本分，去揽那些更适合杜拉罕的差事。这些天使出没于埃瑞布斯出口处的次数，不亚于其入口处。他们引领亡者之魂离开埃瑞布斯，以免其被恶魔掳去充作那座宏大机器或地狱的一部分，或任其在日益加深的腐化中枯萎。守卫尤擅斩杀不死之物，却更愿在潜在的死灵法师尚未唤起此等亵渎造物之前便将其击倒。凡人对陵墓守卫所知的大半，都来自那些侥幸逃生的盗墓者口耳相传的故事。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_TOMB_WARDEN_STRATEGY	Tomb Wardens are strong against the Undead, and like the Undead can emerge to punish those who rob graveyards. They are most likely to defend Graveyards on Hallowed Ground, and their appearance in such graveyards extends the duration of the Hallowing there. 	陵墓守卫克制不死单位，且一如不死之物，会现身惩罚盗掘墓地者。他们最可能守护圣化之地上的墓地，而他们在此类墓地的现身还会延长该处圣化的持续时间。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DJINN_PEDIA	Created during the Age of Dragons, Djinn are strengthened by magical energy. They were Oghma's attempt to use the power of the other gods against them. Djinn are amorphous blue forms, though they usually choose to appear as humanoids, like men made of flowing water. In an environment without magic they become weak and sedentary. Their nature makes it impossible to imprison them in magical traps or bars, but in environments without magic they can be held in items as simple as tightly corked bottles. 	灯神诞生于巨龙纪元，靠魔法能量强化。他们是奥格玛借他神之力反制诸神的尝试。灯神本是无定形的蓝色形体，却通常选择以类人之姿现身，宛如以流水塑成的人。在没有魔法的环境中，他们会变得虚弱而慵懒。其本性使其无法被囚于魔法陷阱或牢栏，但在无魔法之地，哪怕只是塞紧木塞的瓶子也足以将其困住。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DJINN_STRATEGY	Djinn are magic-immune summons with all the powers of Archmages. They are gifted affinity in one or two random spheres, based on your effective mana supply, allowing them to cast the greater versions of the spells from those spheres. The Tower of the Elements may grant them free promotion picks based on your effective supply of Metamagic mana. 	灯神是免疫魔法的召唤物，拥有大魔法师的全部力量。他们会依据你的有效能量供给，被赋予对一到两个随机领域的亲和，从而得以施放那些领域法术的强化版本。元素之塔可依据你的超魔能量有效供给，赐予他们免费的晋升选择。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_MAGE_STRATEGY	An Adept with enough experience may be upgraded to a mage, putting him one step closer to becoming the even more powerful archmage. This upgrade requires the unit be at least 3rd level. Mages have access to stronger spells that Adepts. More importantly, they lock their natural affinity for at least once dominion of magic. This allows even more powerful versions of the spells in those spheres and causes the unit's combat strength to scale upwards with increading supplies of that type of mana. 	经验足够的术士可升级为魔法师，从而离更为强大的大魔法师又近了一步。此项升级要求单位至少达到 3 级。魔法师能使用比术士更强的法术。更重要的是，他们会锁定自身对至少一个魔法领域的天生亲和。这使其得以施放那些领域法术的更强版本，并令单位的战斗力随该类能量供给的增加而水涨船高。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ARCHMAGE_STRATEGY	A player may have only 7 Archmages at once. A Mage must be at least level 7 before it can be upgraded to an Archmage. Becoming an Archmage is the highest honor most Adepts or Mages could ever imagine. Politically it means being placed over the Mage Guilds of an entire nation. To reach this rank, Archamges must demonstrate the discipline and strength of will to fully master a dominion and cast the strongest spells their affinities allow. This talent also lets Archamges learn to wield weaker versions of every other spell sphere, with enough mana and experience. If an Archmage aspires to gain new affinties, there are 3 possibilities. He can use the Tower of Necromancy to transform himself into a Lich, at level 10 or higher. He can turn to The Ashen Veil, taking on an Unholy Taint and Making a Demonic Pact to share the affinity of a Demon Lord. Lastly, he can use the Tower of Mastery and a lot of experience to let him learn affinity for any sort of mana. 	一名玩家同时最多只能拥有 7 名大魔法师。魔法师须至少达到 7 级方可升级为大魔法师。成为大魔法师是多数术士或魔法师所能想象的最高荣誉。就政治而言，这意味着被置于整个国家的法师公会之上。为达此阶，大魔法师须展现出彻底精通一个领域、并施放其亲和所允许的最强法术的纪律与意志之力。这份才能还让大魔法师得以在能量与经验足够时，学会驾驭其余每一个法术领域的较弱版本。若大魔法师志在获取新的亲和，则有三条路可走：其一，于 10 级或更高时，借死灵之塔将自己化为巫妖；其二，皈依灰烬之幕，染上邪秽之污，缔结恶魔契约以分享某位恶魔领主的亲和；其三，借精通之塔与大量经验，习得对任意一类能量的亲和。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_MOROI_PEDIA	Moroi are men who drink the blood of vampires. This small taste vampiric power gives them enhanced strength and speed, and a feeling of invulnerability beyond that of their still-mortal form. The Calabim often make Moroi out of those they wish to sacrifice in combat. A Moroi who serves particularly well and survives the various suicide missions on which he is sent is occasionally gifted with true vampirism. Moroi can Receive this gift while only at level 3, whereas other must wait until level 7 before earning that honor. 	莫罗伊是饮下吸血鬼之血的人。这一小口吸血鬼之力赋予他们超凡的力量与速度，以及一种超出其仍属凡躯之身的无敌之感。卡拉比姆常将那些他们意欲在战斗中牺牲的人变作莫罗伊。若某个莫罗伊效力尤为卖力、又在派他执行的种种自杀式任务中幸存下来，偶尔会获赐真正的吸血之力。莫罗伊仅需 3 级便可获此馈赠，而其他单位则须等到 7 级方能赢得这份荣誉。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_PRIESTHOOD_HELP	[ICON_BULLET]Receive a free Priest of your State Religion	[ICON_BULLET]获得一名信奉你国教的免费祭司
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_THEOLOGY_HELP	[ICON_BULLET]Receive a free High Priest of your State Religion	[ICON_BULLET]获得一名信奉你国教的免费高阶祭司
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_KNOWLEDGE_OF_THE_ETHER_HELP	[ICON_BULLET]Receive a free [LINK=UNITCLASS_ADEPT]Adept[\\LINK]	[ICON_BULLET]获得一名免费的[LINK=UNITCLASS_ADEPT]术士[\\LINK]
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_SORCERY_HELP	[ICON_BULLET]Receive a free [LINK=UNITCLASS_MAGE]Mage[\\LINK]	[ICON_BULLET]获得一名免费的[LINK=UNITCLASS_MAGE]魔法师[\\LINK]
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_STRENGTH_OF_WILL_HELP	[ICON_BULLET]Receive a free [LINK=UNITCLASS_ARCHMAGE]Archmage[\\LINK]	[ICON_BULLET]获得一名免费的[LINK=UNITCLASS_ARCHMAGE]大魔法师[\\LINK]
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_WARHORSES_HELP	[ICON_BULLET]Receive a free [LINK=UNITCLASS_KNIGHT]Knight[\\LINK]	[ICON_BULLET]获得一名免费的[LINK=UNITCLASS_KNIGHT]骑士[\\LINK]
